id	broker_name	collected_by	center_name
9321		Infinity Biologix	SUB11741120
9322		State Hygienic Laboratory at the University of Iowa	SUB11745103
9323		University of Iowa Hospitals and Clinics	SUB11745103
9324		Ohio Department of Health Laboratory	SUB11745405
9325		Ohio Department of Health Laboratory	SUB11745668
9326		Ohio Department of Health Laboratory	SUB11745728
9327		Haofei Shen	SUB11747779
9328			SUB11751273
9329		UWHC	SUB11751290
9330		UWHC	SUB11751496
9331		State Hygienic Laboratory at the University of Iowa	SUB11751599
9332		Pandemic Response Lab - NYC	SUB11754467
9333		Battelle Memorial Institute	SUB11754848
9334		State Hygienic Laboratory at the University of Iowa	SUB11754855
9335		Colorado Department of Public Health and Environment	SUB11755007
9336		KEMRI-Wellcome Trust Kilifi, Kenya	SUB11755016
9337		State Hygienic Laboratory at the University of Iowa	SUB11758233
9338		University of Iowa Hospitals and Clinics	SUB11758233
9339		Central Health Laboratory,Ministry of Health and Wellness	SUB11760687
9340		Central Health Laboratory,Ministry of Health and Wellness	SUB11760696
9341		Clinical Lab, Aga Khan University Hospital	SUB11760755
9342		Centre for the AIDS Programme of Research in South Africa (CAPRISA)	SUB11760756
9343		Utah Public Health Laboratory	SUB11761472
9344		University of Iowa Hospitals and Clinics	SUB11761507
9345		State Hygienic Laboratory at the University of Iowa	SUB11761507
9346		UMN	SUB11763322
9347		Color Health Inc	SUB11764834
9348		Colorado Department of Public Health and Environment	SUB11770966
9349		Pennsylvania Department of Health Bureau of Laboratories	SUB11771072
9350		CT Department of Public Health	SUB11771408
9351		Pandemic Response Lab - NYC	SUB11772915
9352		Pandemic Response Lab - NYC	SUB11772916
9353		USC Clinical Lab	SUB11772917
9354		Olive View Medical Center	SUB11772917
9355		Pomona Valley Hospital Medical Center	SUB11772917
9356		USC Verdugo Hills Hospital	SUB11772917
9357		Juvenile Court Health Services Laboratory	SUB11772917
9358		Huntington Memorial Hospital	SUB11772917
9359		UCLA Clinical Micro Lab	SUB11772917
9360		Quantgene Lab	SUB11772917
9361		Quick Medical Diagnosis	SUB11772917
9362		Bio Lab	SUB11772917
9363		Harbor-UCLA Medical Center	SUB11772917
9364		Palmdale Regional Medical Center	SUB11772981
9365		OmniPathology Laboratory	SUB11772981
9366		Flow Diagnostics Lab	SUB11772981
9367		Olive View Medical Center	SUB11772981
9368		Pomona Valley Hospital Medical Center	SUB11772981
9369		Providence Saint John&apos;s Health Center	SUB11772981
9370		Sunrise Diagnostic Laboratories	SUB11772981
9371		USC Clinical Lab	SUB11772981
9372		USC Verdugo Hills Hospital	SUB11772981
9373		modMD	SUB11772981
9374		Huntington Memorial Hospital	SUB11772981
9375		UCLA Clinical Micro Lab	SUB11772981
9376		California Hospital Medical Center	SUB11772981
9377		Pomona Valley Hospital Medical Center	SUB11774089
9378		USC Clinical Lab	SUB11774089
9379		Flow Diagnostics Lab	SUB11774089
9380		OmniPathology Laboratory	SUB11774089
9381		modMD	SUB11774089
9382		Huntington Memorial Hospital	SUB11774089
9383		Providence Saint John&apos;s Health Center	SUB11774089
9384		Henry Mayo Newhall Hospital	SUB11774089
9385		Torrance Memorial Medical Center	SUB11774089
9386		USC Verdugo Hills Hospital	SUB11774089
9387		Palmdale Regional Medical Center	SUB11774089
9388		LAC+USC Medical Center	SUB11774089
9389		Juvenile Court Health Services Laboratory	SUB11774089
9390		SummerBio LLC	SUB11774342
9391		Sunrise Diagnostic Laboratories	SUB11774342
9392		Quantgene Lab	SUB11774342
9393		Harbor-UCLA Medical Center	SUB11774342
9394		Palmdale Regional Medical Center	SUB11774342
9395		California Hospital Medical Center	SUB11774342
9396		USC Verdugo Hills Hospital	SUB11774342
9397		Nevada State Public Health Laboratory	SUB11777478
9398		Nevada State Public Health Laboratory	SUB11777479
9399		Utah Public Health Laboratory	SUB11777487
9400		Ohio Department of Health Laboratory	SUB11779505
9401		Ohio Department of Health Laboratory	SUB11779550
9402		Ohio Department of Health Laboratory	SUB11779623
9403		Colorado Department of Public Health and Environment	SUB11780261
9404		Ohio Department of Health Laboratory	SUB11780319
9405		Ohio Department of Health Laboratory	SUB11780322
9406		Instituto Butantan	SUB11781230
9407		Colorado Department of Public Health and Environment	SUB11781360
9408		North Carolina State Laboratory of Public Health	SUB11781548
9409		Montana Public Health Laboratory	SUB11781657
9410		State Hygienic Laboratory at the University of Iowa	SUB11781771
9411		Orange County Public Health Laboratory	SUB11781772
9412		State Hygienic Laboratory at the University of Iowa	SUB11781853
9413		University of Iowa Hospitals and Clinics	SUB11781853
9414		State Hygienic Laboratory at the University of Iowa	SUB11781924
9415		University of Iowa Hospitals and Clinics	SUB11781924
9416		Department of Laboratory Medicine, Clinical Center, National Institutes of Health	SUB11781934
9417		State Hygienic Laboratory at the University of Iowa	SUB11781943
9418		State Hygienic Laboratory at the University of Iowa	SUB11782058
9419		South Dakota Public Health Laboratory	SUB11782116
9420		Nevada State Public Health Laboratory	SUB11782209
9421		State Hygienic Laboratory at the University of Iowa	SUB11782250
9422		State Hygienic Laboratory at the University of Iowa	SUB11788139
9423		State Hygienic Laboratory at the University of Iowa	SUB11788182
9424		Instituto Butantan	SUB11788828
9425		CAL POLY UNIVERSITY HEALTH CENTER	SUB11789612
9426		FRENCH HOSPITAL LABORATORY	SUB11789612
9427		SIERRA VISTA REGIONAL MEDICAL CENTER LABORATORY	SUB11789612
9428		TWIN CITIES COMMUNITY HOSPITAL LABORATORY	SUB11789612
9429		ARROYO GRANDE COMMUNITY HOSPITAL LABORATORY	SUB11789612
9430		State Hygienic Laboratory at the University of Iowa	SUB11789787
9431		SHIELD campus surveillance testing program	SUB11790254
9432		Johns Hopkins Medical Institute	SUB11790254
9433		FRENCH HOSPITAL LABORATORY	SUB11790732
9434		SIERRA VISTA REGIONAL MEDICAL CENTER LABORATORY	SUB11790732
9435		TWIN CITIES COMMUNITY HOSPITAL LABORATORY	SUB11790732
9436		COUNTY OF SAN LUIS OBISPO PUBLIC HEALTH DEPARTMENT	SUB11790732
9437		CAL POLY HEALTH CENTER	SUB11790732
9438		University of Iowa Hospitals and Clinics	SUB11791168
9439		State Hygienic Laboratory at the University of Iowa	SUB11791168
9440		State Hygienic Laboratory at the University of Iowa	SUB11792175
9441		Color Health Inc	SUB11793624
9442		CDPH VBL	SUB11793634
9443		Texas Department of State Health Services	SUB11794537
9444		Utah Public Health Laboratory	SUB11794538
9445		NJDOH, Public Health and Environmental Laboratories	SUB11796961
9446		Sterling Accurish Vadodara	SUB11797068
9447		Pangenomics International Pvt. Ltd, Ahmedabad	SUB11797068
9448		GCS Medical College, Ahmedabad	SUB11797068
9449		Apollo Hospital, Ahmedabad	SUB11797068
9450		Sanjivani Laboratory, Ahmedabad	SUB11797068
9451		Riveera Laboratory, Ahmedabad	SUB11797068
9452		Scientific Diagnostic Center Pvt.Ltd, Ahmedabad	SUB11797068
9453		Unipath Speciality Laboaratory, Ahmedabad	SUB11797068
9454		Surat Municipal Institute of Medical Education	SUB11797068
9455		SSG Hospital Vadodara	SUB11797068
9456		Pathocare Pathology Laboratory, Vadodara	SUB11797068
9457		Green Cross Genetics Lab Pvt Ltd, Ahmedabad	SUB11797068
9458		Supratech Micropath Diagnostics &amp; Research Laboratory	SUB11797068
9459		Utah Public Health Laboratory	SUB11797328
9460		Idaho Bureau of Laboratories	SUB11797387
9461		Idaho Bureau of Laboratories	SUB11797446
9462		Texas Department of State Health Services	SUB11797483
9463		Tricore Collection Location	SUB11797618
9464		Idaho Bureau of Laboratories	SUB11797639
9465		Kaiser Regional-61 Sac Med Cen	SUB11797657
9466		Kaiser Regional-60 So. Sacramento	SUB11797657
9467		Kaiser Regional-85 Modesto	SUB11797657
9468		Kaiser Regional-72 Fresno	SUB11797657
9469		Contra Costa CHD	SUB11797657
9470		Kaiser Regional-59 Roseville	SUB11797657
9471		San Bernardino CHD	SUB11797657
9472		CCHCS	SUB11797657
9473		Ventura CHD	SUB11797657
9474		Kaiser Regional-31 San Francisco	SUB11797657
9475		Kaiser Regional-92 San Leandro	SUB11797657
9476		Santa Clara CHD	SUB11797657
9477		San Diego CHD	SUB11797657
9478		Riverside CHD	SUB11797657
9479		Alameda CHD	SUB11797657
9480		Long Beach City HD	SUB11797657
9481		Color	SUB11797657
9482		BIDS Imperial	SUB11797657
9483		Kaiser Regional-57 Deer Valley	SUB11797657
9484		Tuolumne CHD	SUB11797657
9485		Valley Children	SUB11797657
9486		Butte CHD	SUB11797657
9487		San Mateo CHD	SUB11797657
9488		San Francisco CHD	SUB11797657
9489		Pennsylvania Department of Health Bureau of Laboratories	SUB11799922
9490		Pennsylvania Department of Health Bureau of Laboratories	SUB11800078
9491		CDPH VBL	SUB11800206
9492		CDPH VBL	SUB11800209
9493		Color Health Inc.	SUB11800213
9494		Tricore Collection Location	SUB11800255
9495		Orange County Public Health Laboratory	SUB11800344
9496		University of Virginia Health System	SUB11800394
9497		University of Virginia Health System	SUB11800589
9498		University of Virginia Health System	SUB11800624
9499		ARROYO GRANDE COMMUNITY HOSPITAL LABORATORY	SUB11800767
9500		COUNTY OF SAN LUIS OBISPO PUBLIC HEALTH DEPARTMENT	SUB11800767
9501		FRENCH HOSPITAL LABORATORY	SUB11800767
9502		SIERRA VISTA REGIONAL MEDICAL CENTER LABORATORY	SUB11800767
9503		TWIN CITIES COMMUNITY HOSPITAL LABORATORY	SUB11800767
9504		PrimBio Research Institute	SUB11800829
9505		State Hygienic Laboratory at the University of Iowa	SUB11800868
9506		Texas Department of State Health Services	SUB11800870
9507		State Hygienic Laboratory at the University of Iowa	SUB11800905
9508		IDEL	SUB11801093
9509		KEMRI-Wellcome Trust	SUB11802567
9510		INFINITY BIOLOGIX	SUB11803223
9511		CHILDREN&apos;S HOSPITAL AND CLINIC - MINNEAPOLIS	SUB11803223
9512		MAYO CLINIC - ID SEROLOGY LAB	SUB11803223
9513		HEALTHEAST - ST JOHNS HOSPITAL	SUB11803223
9514		UNIVERSITY OF MINNESOTA - INFECTIOUS DISEASE DIAGNOSTIC LABO	SUB11803223
9515		RIDGEVIEW MEDICAL CENTER	SUB11803223
9516		ALLINA HEALTH LABORATORY - ABBOTT NORTHWESTERN	SUB11803223
9517		State Hygienic Laboratory at the University of Iowa	SUB11803457
9518		CT Department of Public Health	SUB11803597
9519		State Hygienic Laboratory at the University of Iowa	SUB11803628
9520		Utah Public Health Laboratory	SUB11803712
9521		University of Iowa Hospitals and Clinics	SUB11803845
9522		State Hygienic Laboratory at the University of Iowa	SUB11803845
9523		Nevada State Public Health Laboratory	SUB11803910
9524		Sunrise Diagnostic Laboratories	SUB11804056
9525		Olive View Medical Center	SUB11804056
9526		Flow Diagnostics Lab	SUB11804056
9527		Quantgene Lab	SUB11804056
9528		Huntington Memorial Hospital	SUB11804056
9529		California Hospital Medical Center	SUB11804056
9530		Providence Saint John&apos;s Health Center	SUB11804056
9531		USC Clinical Lab	SUB11804056
9532		Quick Medical Diagnosis	SUB11804056
9533		Palmdale Regional Medical Center	SUB11804056
9534		modMD	SUB11804056
9535		Flow Diagnostics Lab	SUB11804057
9536		Quick Medical Diagnosis	SUB11804057
9537		UCLA Clinical Micro Lab	SUB11804057
9538		OmniPathology Laboratory	SUB11804057
9539		modMD	SUB11804057
9540		Pomona Valley Hospital Medical Center	SUB11804057
9541		Juvenile Court Health Services Laboratory	SUB11804057
9542		PIH Health Whittier Hospital	SUB11804057
9543		Olive View Medical Center	SUB11804057
9544		PIH Health Downey Hospital	SUB11804057
9545		Providence Saint John&apos;s Health Center	SUB11804057
9546		Palmdale Regional Medical Center	SUB11804057
9547		UWHC	SUB11804182
9548		Ohio Department of Health Laboratory	SUB11805411
9549		Ohio Department of Health Laboratory	SUB11805412
9550		Ohio Department of Health Laboratory	SUB11805413
9551		Pangenomics International Pvt. Ltd, Ahmedabad	SUB11805843
9552		Northstar Laboratory, Thaltej, Ahmedabad	SUB11805843
9553		Supratech Micropath Diagnostics &amp; Research laborat	SUB11805843
9554		Scientific Diagnostic Center Pvt.Ltd, Ahmedabad	SUB11805843
9555		Speciality Micro tech lab, Ahmedabad	SUB11805843
9556		Unipath Speciality Laboaratory, Ahmedabad	SUB11805843
9557		Pandit Dindayal Upadhyay Medical College, Rajkot	SUB11805843
9558		Genexplore Diagnostic center, Ahmedabad	SUB11805843
9559		In Vitro Speciality Laboratory, Ahmedabad	SUB11805843
9560		Unipeth Pathology Laboratory -Vadodara	SUB11805843
9561		Sterling Accurish Vadodara	SUB11805843
9562		Sterling Accuris Diagnostic, Mehsana	SUB11805843
9563		Pathocare Pathology Laboratory, Vadodara	SUB11805843
9564		Cellcare Patholab, Ahmedabad	SUB11805843
9565		Green Cross Pathology Laboratory, Navrangpura, Ahm	SUB11805843
9566		Green Cross Genetics Lab Pvt Ltd, Ahmedabad	SUB11805843
9567		District Hospital, Navsari	SUB11805843
9568		AMC MET Medical College, Ahmedabad (LG Hospital)	SUB11805843
9569		APRL Pathlabs - Vadodara	SUB11805843
9570		NHL Municipal Medical College, Ahmedabad (SVP)	SUB11805843
9571		Sunflower Laboratory, Memnagar, Ahmedabad	SUB11805843
9572		SN Gene lab, Private limited, Surat	SUB11805843
9573		Symmers Pathocare Laboratory -Ahmedabad	SUB11805843
9574		BJ Medical College, Ahmedabad	SUB11805843
9575		AmpliGene laboratory, Ahmedabad	SUB11805843
9576		L.G. Hospital, Maninagar	SUB11805843
9577		Salvous Bioresearch Solutions, South Bopal Trade C	SUB11805843
9578		Shradhdhadip Green Cross laboratory, Kudasan, Gand	SUB11805843
9579		Zydus Hospital &amp; Healthcare Research Pvt. Ltd.	SUB11805843
9580		Sanjivani Metropolis Health care ltd., Rajkot	SUB11805843
9581		Gujarat Pathology laboratory &amp; Diagnostic Center,	SUB11805843
9582		Toprani Advance lab Systems, Vadodara	SUB11805843
9583		GMERS Medical College, Sola, Ahemdabad	SUB11805843
9584		Surat Municipal Institute of Medical Education and	SUB11805843
9585		Salvous Bioresearch Solutions, Gandhidham, Kutch	SUB11805843
9586		SSG Hospital Vadodara	SUB11805843
9587		GMERS Medical College, Gandhinagar	SUB11805843
9588		Supratech Micropath Laboratory, Surat	SUB11805843
9589		KEMRI-Wellcome Trust Research Programme,Kilifi	SUB11806049
9590		Colorado Department of Public Health and Environment	SUB11806145
9591		State Hygienic Laboratory at the University of Iowa	SUB11806192
9592		Ohio Department of Health Laboratory	SUB11806199
9593		Sanford USD Medical Center	SUB11806387
9594		PanAmerican Clinical Research LLC	SUB11806387
9595		Jamaica Hospital Medical Center	SUB11806387
9596		Jasper Summit Research LLC	SUB11806387
9597		Agile Clinical Research Trials, LLC	SUB11806387
9598		UCLA University of California Los Angeles	SUB11806387
9599		Great Lakes Clinical Trials	SUB11806387
9600		Sealy Institute for Vaccine Sciences Clinical Trials Program - (CRS)	SUB11806387
9601		University of Kansas Medical Center	SUB11806387
9602		University of California San Diego AVRC	SUB11806387
9603		University of Pennsylvania	SUB11806387
9604		Inova Fairfax Medical Campus	SUB11806387
9605		A G A Clinical Trials - HyperCore - PPDS	SUB11806387
9606		The Ponce de Leon Center - (CRS)	SUB11806387
9607		Thomas Street Health Center	SUB11806387
9608		Vanderbilt Therapeutics Clinical Research Site Vanderbilt Health-One Hundred Oaks	SUB11806387
9609		University of North Carolina at Chapel Hill	SUB11806387
9610		University of Washington AIDS Clinical Trials	SUB11806387
9611		Johns Hopkins University	SUB11806387
9612		University of Alabama at Birmingham	SUB11806387
9613		Cincinnati CRS	SUB11806387
9614		Northwestern University	SUB11806387
9615		Puerto Rico AIDS Clinical Trials Unit - (CRS)	SUB11806387
9616		Washington University School of Medicine	SUB11806387
9617		Metro Infectious Disease Consultants	SUB11806387
9618		Synergy Healthcare	SUB11806387
9619		AIDS Research and Treatment Center of the Treasure Coast - (CRS)	SUB11806387
9620		Miami Clinical Research - ClinEdge - PPDS	SUB11806387
9621		Harbor UCLA - (CRS)	SUB11806387
9622		Ohio State University Medical Center	SUB11806387
9623		The University of Pittsburgh	SUB11806387
9624		Cornell Clinical Trials Unit, New York Presbyterian Hospital-Weill Cornell Uptown CRS	SUB11806387
9625		University of California San Francisco	SUB11806387
9626		Duke University Medical Center - (CRS)	SUB11806387
9627		Lakes Research -ClinEdge - PPDS	SUB11806387
9628		Case Western Reserve University	SUB11806387
9629		Rush University Medical Center	SUB11806387
9630		Massachusetts General Hospital	SUB11806387
9631		Idaho Bureau of Laboratories	SUB11807715
9632		SANFORD BEMIDJI MEDICAL CENTER	SUB11807920
9633		GLENCOE REGIONAL HEALTH SERVICE	SUB11807920
9634		INFINITY BIOLOGIX	SUB11807920
9635		CARRIS HEALTH - RICE MEMORIAL HOSPITAL	SUB11807920
9636		ALLINA HEALTH LABORATORY - ABBOTT NORTHWESTERN	SUB11807920
9637		RIDGEVIEW MEDICAL CENTER	SUB11807920
9638		HEALTHEAST - ST JOHNS HOSPITAL	SUB11807920
9639		CENTER FOR AMERICAN INDIAN RESOURCES	SUB11807920
9640		MILLE LACS HEALTH SYSTEM	SUB11807920
9641		GRAND ITASCA CLINIC AND HOSPITAL	SUB11807920
9642		MINNESOTA DEPARTMENT OF HEALTH, IDEPC	SUB11807920
9643		CENTRACARE LABORATORY SERVICES	SUB11807920
9644		INFINITY BIOLOGIX	SUB11807932
9645		CARRIS HEALTH - WILLMAR MAIN CLINIC	SUB11807932
9646		MINNESOTA DEPARTMENT OF HEALTH, IDEPC	SUB11807932
9647		HEALTHPARTNERS CENTRAL LAB	SUB11807944
9648		INFINITY BIOLOGIX	SUB11807944
9649		MAYO CLINIC - ID SEROLOGY LAB	SUB11807944
9650		CARRIS HEALTH - WILLMAR MAIN CLINIC	SUB11807944
9651		HUTCHINSON HEALTH HOSPITAL	SUB11807944
9652		Cornell University	SUB11807981
9653		Pandemic Response Lab - NYC	SUB11808041
9654		Pandemic Response Lab - NYC	SUB11808042
9655		Pandemic Response Lab - NYC	SUB11810320
9656		Pandemic Response Lab - NYC	SUB11810331
9657		Pennsylvania Department of Health Bureau of Laboratories	SUB11810783
9658		Montana Public Health Laboratory	SUB11811338
9659		University of Iowa Hospitals and Clinics	SUB11811430
9660		State Hygienic Laboratory at the University of Iowa	SUB11811430
9661		Orange County Public Health Laboratory	SUB11811594
9662		University of Iowa Hospitals and Clinics	SUB11812093
9663		State Hygienic Laboratory at the University of Iowa	SUB11812093
9664		Pandemic Response Lab - NYC	SUB11812163
9665		Pandemic Response Lab - NYC	SUB11812164
9666		University of Iowa Hospitals and Clinics	SUB11812207
9667		State Hygienic Laboratory at the University of Iowa	SUB11812234
9668		Clinical Lab, Aga Khan University Hospital	SUB11812454
9669		Pandit Dindayal Upadhyay Medical College, Rajkot	SUB11813223
9670		GMERS Medical College, Valsad	SUB11813223
9671		Supratech Micropath Diagnostics &amp; Research laborat	SUB11813223
9672		Unipath Speciality Laboaratory, Ahmedabad	SUB11813223
9673		Toprani Advance lab Systems, Vadodara	SUB11813223
9674		AmpliGene laboratory, Ahmedabad	SUB11813223
9675		Scientific Diagnostic Center Pvt.Ltd, Ahmedabad	SUB11813223
9676		GMERS Medical College and Hospital, Dharpur-Patan,	SUB11813223
9677		BJ Medical College, Ahmedabad	SUB11813223
9678		Prayag Diagnostic, Vadodara	SUB11813223
9679		Unipeth Pathology Laboratory -Vadodara	SUB11813223
9680		Indian Red Cross Society, Old Vadaj, Ahmedabad	SUB11813223
9681		Sanjivani Metropolis Health care ltd., Rajkot	SUB11813223
9682		L.G. Hospital, Maninagar	SUB11813223
9683		In Vitro Speciality Laboratory, Ahmedabad	SUB11813223
9684		Pangenomics International Pvt. Ltd, Ahmedabad	SUB11813223
9685		Speciality Micro tech lab, Ahmedabad	SUB11813223
9686		Cellcare Patholab, Ahmedabad	SUB11813223
9687		Zydus Hospital &amp; Healthcare Research Pvt. Ltd.	SUB11813223
9688		Sunflower Laboratory, Memnagar, Ahmedabad	SUB11813223
9689		We Path Genexplore Laboratory, Vadodara	SUB11813223
9690		Kailash Cancer Hospital	SUB11813223
9691		Sterling Diagnostic Center, Bhavnagar	SUB11813223
9692		Surat Municipal Institute of Medical Education and	SUB11813223
9693		General Hospital, Mehsana	SUB11813223
